is_multimodal,avg_latency_s,avg_carbon_g,total_carbon_kg,avg_gpu_compute
Text-only,0.6017140213589973,0.00471342650064548,2.308716428266667,1504.2850533974934
Multimodal,8.926977860888686,0.06992799324362804,34.21618666206667,22317.44465222172
